"HITID","Sign_Name","Choice_1","Choice_2","Choice_3","Choice_4","Choice_5","Worker","Answer","Date"
"3XUSYT70IT1OQO1GR7VROQESOTED0D","www.funwithasl.net/static/sign73.html","sail","hear","face","bill","eye","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:42:17 UTC 2014"
"3TL87MO8CMPYL44Y76C0AA91345FLZ","www.funwithasl.net/static/sign225.html","dear","hand","school","way","away","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:42:20 UTC 2014"
"3B9XR6P1WEV2DX4IZJERB55OKI9BJE","www.funwithasl.net/static/sign320.html","icicle","pen","drift","pole","month","A2LFVJ28A2J2PK","Choice 1","Sat Jul 05 22:42:06 UTC 2014"
"3WJGKMRWVI98KGWW3NOBJRGTXIBDC6","www.funwithasl.net/static/sign166.html","throat","snow","see","gray","white","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:42:51 UTC 2014"
"308KJXFUJR6R8QVV5ZSZI08R01ETA3","www.funwithasl.net/static/sign125.html","little","japanese","mind","roman","ruin","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:42:33 UTC 2014"
"3LVTFB9DE5IFQ1G6AVQE9H87EPSQGY","www.funwithasl.net/static/sign44.html","photograph","lesson","good","form","dive","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:42:49 UTC 2014"
"3UXQ63NLAAM88NSI24Q4RKIGO6DLBN","www.funwithasl.net/static/sign297.html","cow","long","calf","noise","yell","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:43:59 UTC 2014"
"3L55D8AUFAXBIRRNZJBPWCQUF6HCYD","www.funwithasl.net/static/sign243.html","go","sum","get","only","saturday","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:44:18 UTC 2014"
"3AA88CN98P3T1P3BRWSNKV32KFQYKC","www.funwithasl.net/static/sign280.html","frog","back","catch","monkey","egg","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:44:31 UTC 2014"
"33CLA8O0MIB9O2ZBCQ9WWMI09WUFRP","www.funwithasl.net/static/sign86.html","time","dog","man","long","pipe","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:44:54 UTC 2014"
"3O0M2G5VC62TMM60YSDREXLFELG94B","www.funwithasl.net/static/sign383.html","cause","carry","city","put","africa","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:44:27 UTC 2014"
"36MUZ9VAE62NHEGAZEU69FGWIUODEZ","www.funwithasl.net/static/sign366.html","present","observe","nothing","fish","mountain","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:45:06 UTC 2014"
"374UMBUHN5PF15STPDOQOVYF04ZCTO","www.funwithasl.net/static/sign9.html","form","potty","room","deaf","tell","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:44:51 UTC 2014"
"3HFWPF5AK9JQ95JV7K8ZLNYZS993SV","www.funwithasl.net/static/sign321.html","rival","melt","summer","england","new","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:45:07 UTC 2014"
"3I4E7AFQ2KZ29JYZZ55CBZBAQO8TJJ","www.funwithasl.net/static/sign382.html","inform","country","wife","voyage","lord","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:45:52 UTC 2014"
"36818Z1KV3DM99X1QKM80N4T621A33","www.funwithasl.net/static/sign234.html","get","cry","size","police","know","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:45:38 UTC 2014"
"37PGLWGSJT67BPO6NE6KY79EUWSIKQ","www.funwithasl.net/static/sign301.html","snow","build","travel","forest","rival","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:46:25 UTC 2014"
"3TTPFEFXCTK0GFSXFSUYOC3HTPU6HJ","www.funwithasl.net/static/sign109.html","book","ladder","get","metal","hero","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:47:20 UTC 2014"
"3PEG1BH7AERXOHA0H4E3CK51Z79BKD","www.funwithasl.net/static/sign151.html","bird","ice","leader","strange","soft","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:47:38 UTC 2014"
"3CMV9YRYP31EQ6QUQW3LP81TWBMLJ8","www.funwithasl.net/static/sign367.html","desire","sea","bird","command","slave","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:47:34 UTC 2014"
"35ZRNT9RUIYBBDR203RQ1IOYVK63OY","www.funwithasl.net/static/sign111.html","captain","telegram","end","metal","course","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:48:08 UTC 2014"
"33K3E8REWWVK6JB0DB9IBCN2NA38X0","www.funwithasl.net/static/sign141.html","something","away","course","time","know","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:48:52 UTC 2014"
"3ZUE82NE0A136XKFDH3W55NVJ468F6","www.funwithasl.net/static/sign310.html","perceive","accomplish","summer","week","perhaps","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:48:48 UTC 2014"
"32PT7WK7DMFK7G0DAUDAQOCZR5YD38","www.funwithasl.net/static/sign287.html","dance","hide","afghanistan","snake","man","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:47:53 UTC 2014"
"3HYV4299H0WB0JKJI6JQNN2V73R8EO","www.funwithasl.net/static/sign293.html","time","night","run","leader","leg","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:49:41 UTC 2014"
"3R5LWXWHR08ZZYHIW9L63P40BTGGXO","www.funwithasl.net/static/sign338.html","sky","equal","fade","cloud","beard","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:49:09 UTC 2014"
"3H4IKZHALBI0XWK0H7BSV7MZAQRNNG","www.funwithasl.net/static/sign215.html","something","purple","junior","size","lantern","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:49:57 UTC 2014"
"338GLSUI43BLPHZORF91MWNWVYDFSD","www.funwithasl.net/static/sign276.html","kite","dance","angry","head","gray","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:49:12 UTC 2014"
"3L55D8AUFAXBIRRNZJBPWCQUF6HYCZ","www.funwithasl.net/static/sign32.html","know","better","tower","car","room","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:49:29 UTC 2014"
"3ZG552ORAM4HGF4GXFZZD0DELY22VL","www.funwithasl.net/static/sign139.html","breakfast","path","cards","mind","know","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:50:36 UTC 2014"
"37SDSEDIN92CGIQ76IOBG3J1IVO181","www.funwithasl.net/static/sign273.html","beach","driver","foot","fight","mother","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:50:22 UTC 2014"
"3PCPFX4U40Q9C1KBZBKWRW8VDASFQO","www.funwithasl.net/static/sign266.html","head","tree","father","eye","night","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:49:55 UTC 2014"
"3QTFNPMJC6IUELYJKVMMQUT8K4ZNZX","www.funwithasl.net/static/sign163.html","grass","corn","snow","white","lesson","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:50:28 UTC 2014"
"3YD0MU1NC214ASYOSWPYD4G9B4NA78","www.funwithasl.net/static/sign75.html","blind","captain","point","sand","clear","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:50:38 UTC 2014"
"35A1YQPVFEG4T633GR2EWIQWX6X5IS","www.funwithasl.net/static/sign346.html","form","england","perish","earth","sketch","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:51:59 UTC 2014"
"3BA7SXOG1JQ09NPO4C3QMU1EMTI8R4","www.funwithasl.net/static/sign233.html","ice","people","course","something","tide","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:51:35 UTC 2014"
"36818Z1KV3DM99X1QKM80N4T6323AZ","www.funwithasl.net/static/sign3.html","tower","hair","nobody","right","friend","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:52:54 UTC 2014"
"39WICJI5ATSNAH592C27HGV2FO93Z0","www.funwithasl.net/static/sign388.html","make","come","first","return","order","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:52:28 UTC 2014"
"3W9XHF7WGKVXK34HHQ5OCEBN5D8TKI","www.funwithasl.net/static/sign397.html","see","mother","fruit","rich","door","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:53:34 UTC 2014"
"30UZJB2POHCP33LKVOVRSCO7EO053S","www.funwithasl.net/static/sign45.html","ill","anything","car","sister","gone","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:54:12 UTC 2014"
"34OWYT6U3WHNUT5FJHFV8YVYJ2GI9W","www.funwithasl.net/static/sign54.html","ship","gray","say","hand","scarce","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:54:38 UTC 2014"
"38LRF35D5LW6OIBZWP3Z0OGND6U3UB","www.funwithasl.net/static/sign156.html","insect","summer","bear","baby","robin","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:54:27 UTC 2014"
"30F94FBDNRKWR00NBDSVDBSXIJZTBY","www.funwithasl.net/static/sign312.html","reign","england","remote","annual","drift","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:54:45 UTC 2014"
"3C8QQOM6JP1IVV6O8EILD7MTJWXILT","www.funwithasl.net/static/sign134.html","door","telegram","factory","lord","end","A1S88VQY8G8CNC","Choice 1","Sat Jul 05 22:54:30 UTC 2014"
"3JUDR1D0D6RPB78ZBG5P7DE646N2QR","www.funwithasl.net/static/sign113.html","sleep","right","soldier","beautiful","person","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:55:07 UTC 2014"
"3UDTAB6HH6ZCNYOZFRQP2UV2X9090V","www.funwithasl.net/static/sign355.html","magician","father","rich","may","service","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:55:03 UTC 2014"
"3UQVX1UPFSH1NE30UIBAS7NOR2P02R","www.funwithasl.net/static/sign275.html","wolf","battery","skin","angry","tree","A2WNW8A4MOR7T7","Choice 1","Sat Jul 05 22:55:07 UTC 2014"
"34F34TZU7WZ8PK4MGQLGAC2KQBV2J0","www.funwithasl.net/static/sign238.html","little","snow","people","fire","page","A1IV0802ICNA0A","Choice 1","Sat Jul 05 22:55:16 UTC 2014"
"335VBRURDJ0BEO3TNYP4NJX6RAAE9M","www.funwithasl.net/static/sign370.html","daughter","slave","receive","prince","cause","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:57:59 UTC 2014"
"3GV1I4SEO9P22BBN6D9WG4WOA636LQ","www.funwithasl.net/static/sign137.html","ruin","telegram","roman","go","time","A2F7D8EOTB663","Choice 1","Sat Jul 05 22:58:40 UTC 2014"
"3TLFH2L6Y9O23N0RSKZKCIPTODM2T5","www.funwithasl.net/static/sign318.html","exist","travel","sketch","smoke","pole","A35DS4T8H1MWYD","Choice 1","Sat Jul 05 23:49:24 UTC 2014"
"329E6HTMSW2SLM6N2BZXU17PBFW3KE","www.funwithasl.net/static/sign81.html","face","sand","black","clear","hand","A2QLSHXNCHBRN4","Choice 2","Sat Jul 05 22:25:49 UTC 2014"
"3WRBLBQ2GR8R28B7TXWZUBHP1LUG0Q","www.funwithasl.net/static/sign369.html","throne","may","ship","son","father","A2QLSHXNCHBRN4","Choice 2","Sat Jul 05 22:27:02 UTC 2014"
"38DCH97KHH2PH367I1BH6U0N6H9QJ2","www.funwithasl.net/static/sign72.html","score","board","left","scarce","second","A2QLSHXNCHBRN4","Choice 2","Sat Jul 05 22:28:48 UTC 2014"
"3P888QFVX3U3IEX4YE3MEQH95BJQOL","www.funwithasl.net/static/sign294.html","away","skin","yell","catch","rope","A2QLSHXNCHBRN4","Choice 2","Sat Jul 05 22:28:36 UTC 2014"
"3J94SKDEKIPNLVNHOD135LAJ51P5DQ","www.funwithasl.net/static/sign302.html","price","rush","snow","winter","perceive","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:29:20 UTC 2014"
"324N5FAHSXBCXV86ML53DWZ82YOVK0","www.funwithasl.net/static/sign201.html","police","dragon","blue","tail","only","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:28:55 UTC 2014"
"32ZCLEW0BZK4HR5SIOWS6PAD1MOJP7","www.funwithasl.net/static/sign398.html","piece","beg","princess","hand","quit","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:30:04 UTC 2014"
"3N7PQ0KLI5PPZMED6POUW6UKRI03EU","www.funwithasl.net/static/sign41.html","tennis","new","father","better","gym","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:31:35 UTC 2014"
"3TX9T2ZCB91K1F7XCWD9MD6ZDG2ZWZ","www.funwithasl.net/static/sign15.html","bed","easy","swimming","hope","better","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:31:45 UTC 2014"
"3D4BBDG7ZHWA2OUZAYIZ6IUH66N3C1","www.funwithasl.net/static/sign23.html","hear","ill","else","anything","round","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:32:26 UTC 2014"
"3CESM1J3EI3ID5NMARGYPFD48C6W66","www.funwithasl.net/static/sign165.html","leader","fish","time","song","grasshopper","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:31:53 UTC 2014"
"3EHVO81VN5L59TR09MIHTGC0LEE1HG","www.funwithasl.net/static/sign392.html","come","door","resolution","wife","surgeon","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:32:47 UTC 2014"
"3DW3BNF1GHIS2U65DW80NRQH7ZV8VX","www.funwithasl.net/static/sign309.html","individual","equal","roof","sledge","pen","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:35:16 UTC 2014"
"33NOQL7T9OZ9BEBFETX38X3DVA18ZX","www.funwithasl.net/static/sign152.html","great","owl","leader","grasshopper","head","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:37:00 UTC 2014"
"3J5XXLQDHMB61X0Z1FD4WAI6RD33V0","www.funwithasl.net/static/sign157.html","baby","little","sea","cry","mother","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:37:56 UTC 2014"
"35ZRNT9RUIYBBDR203RQ1IOYVJ5O3G","www.funwithasl.net/static/sign197.html","feed","away","happy","bye","sea","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:38:48 UTC 2014"
"36FQTHX3Z3RRSJ2TWYM4VYOZOLN3BU","www.funwithasl.net/static/sign13.html","daddy","go","ink","belt","person","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:38:58 UTC 2014"
"3TZDZ3Y0JS6CUN9HBAUPGZEC21619Q","www.funwithasl.net/static/sign274.html","rock","last","know","time","hunt","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:39:29 UTC 2014"
"3D42WVSDH8VIL3BXQL1Q4IBXCJ9YFA","www.funwithasl.net/static/sign56.html","chart","drunk","hand","fog","run","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:39:50 UTC 2014"
"301KG0KX9CLCYE9WSQIVYZM5DJR2HV","www.funwithasl.net/static/sign221.html","way","tail","illustration","good","gold","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:40:14 UTC 2014"
"3IKDQS3DQE0PSRCIV1PMAOW6PNJICD","www.funwithasl.net/static/sign252.html","run","wolf","may","skin","teddy","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:39:54 UTC 2014"
"33Q5P9PUSPMBNH1SV5D8AJZWL0LCZ4","www.funwithasl.net/static/sign60.html","captain","pipe","sea","pork","see","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:39:46 UTC 2014"
"3BKZLF990ZZFCS1641CKGHFBJLIYQ4","www.funwithasl.net/static/sign176.html","bye","female","yukon","cherry","dress","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:40:05 UTC 2014"
"3S4TINXCC0NGE8VFFW6WJ1MAJCJBOX","www.funwithasl.net/static/sign393.html","prince","receive","carry","several","voyage","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:40:09 UTC 2014"
"3A520CCNWN0PJ7DYF434JE8QXSSEA1","www.funwithasl.net/static/sign190.html","winter","merry","spank","cherry","home","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:40:48 UTC 2014"
"3OZ4VAIBEXFHMB2O405RCHZVN9OVJ1","www.funwithasl.net/static/sign5.html","school","go","friend","classroom","father","A841FR9QWUPT4","Choice 2","Sat Jul 05 22:41:00 UTC 2014"
"337F8MIIMZDBQSINYWUYLMKMBGL04N","www.funwithasl.net/static/sign283.html","shoulder","neck","get","kite","hood","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:41:35 UTC 2014"
"302U8RURJZ1D51T9JYXJ5OGCWTTNVX","www.funwithasl.net/static/sign303.html","path","drift","familiar","landscape","week","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:41:09 UTC 2014"
"34ZTTGSNJXOTQXBHU18WUHK8TP5QHX","www.funwithasl.net/static/sign46.html","play","someone","photograph","ink","belt","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:41:23 UTC 2014"
"3EHVO81VN5L59TR09MIHTGC0LEEH1W","www.funwithasl.net/static/sign183.html","bird","north","great","tree","yellow","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:41:39 UTC 2014"
"3J06WJ78HNKQD62ILPJAF5APIWVVVM","www.funwithasl.net/static/sign89.html","second","thunder","board","ill","blow","A2LFVJ28A2J2PK","Choice 2","Sat Jul 05 22:41:28 UTC 2014"
"375VMB7D4JJZXJIWVXKXUUEOANVIDD","www.funwithasl.net/static/sign80.html","pork","long","put","compass","pipe","A2LFVJ28A2J2PK","Choice 2","Sat Jul 05 22:41:51 UTC 2014"
"3HXK2V1N4KFYYIEL8K0DDZA4YJEG2A","www.funwithasl.net/static/sign391.html","beg","leave","resolution","black","piece","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:42:41 UTC 2014"
"3HXK2V1N4KFYYIEL8K0DDZA4YJE2GW","www.funwithasl.net/static/sign28.html","repeat","slap","anyway","report","something","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:43:04 UTC 2014"
"31SIZS5W59F6FRPKQ6KQ8LMEGY3QRU","www.funwithasl.net/static/sign327.html","earth","layer","war","roof","familiar","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:43:50 UTC 2014"
"3LAZVA75NIRMQVVJW3DLI8J6P55O25","www.funwithasl.net/static/sign377.html","country","voyage","word","husband","place","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:44:45 UTC 2014"
"3E9VAUV7BWENPCUPF5FYQH06F3WYAX","www.funwithasl.net/static/sign11.html","say","pen","little","better","belt","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:45:40 UTC 2014"
"336OE47KI2K3SV2NBZO617T3P5XVWW","www.funwithasl.net/static/sign308.html","nature","parallel","fix","music","roof","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:46:13 UTC 2014"
"3I01FDIL6M8VMY4U6UZ57E77LRYD2X","www.funwithasl.net/static/sign265.html","mustache","man","see","rope","driver","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:46:33 UTC 2014"
"35U0MRQMUJ7VNMTLKDXWKDGHM3YVOK","www.funwithasl.net/static/sign26.html","nice","go","sorry","common","list","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:46:20 UTC 2014"
"3OID399FXG7FNSG6UPECRX1WUV3DFH","www.funwithasl.net/static/sign179.html","outgrow","bug","build","owl","meadow","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:47:28 UTC 2014"
"31ANT7FQN824XBSJA9KTW6PHXTI5HZ","www.funwithasl.net/static/sign155.html","cry","remain","robin","family","sometimes","A1S88VQY8G8CNC","Choice 2","Sat Jul 05 22:47:38 UTC 2014"
"3YGE63DIN8XNZU17820HGE3DV9KW05","www.funwithasl.net/static/sign147.html","wish","know","dear","poetry","sword","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:48:26 UTC 2014"
"32XN26MTXZJ7O0P84OTF73MXX2GL01","www.funwithasl.net/static/sign211.html","queen","nurse","centipede","soccer","end","A1S88VQY8G8CNC","Choice 2","Sat Jul 05 22:48:42 UTC 2014"
"3TZDZ3Y0JS6CUN9HBAUPGZEC21691Y","www.funwithasl.net/static/sign185.html","mother","leader","bug","food","uniform","A1IV0802ICNA0A","Choice 2","Sat Jul 05 22:48:25 UTC 2014"
"33J5JKFMK6YEWP4IFGJUQNJYALO3Q6","www.funwithasl.net/static/sign313.html","rage","inspire","layer","amusing","music","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:48:44 UTC 2014"
"37VE3DA4YUH6MR9SBJB6ZSP97Q5BH9","www.funwithasl.net/static/sign121.html","dog","tell","know","dragon","ladder","A2WNW8A4MOR7T7","Choice 2","Sat Jul 05 22:49:17 UTC 2014"
"3AXFSPQOYQYSQEGY4L0NUVW9ZF0FJX","www.funwithasl.net/static/sign29.html","father","good","yes","see","anyway","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:49:03 UTC 2014"
"3SZYX62S5G074MM7X0YH5T0NJQM57X","www.funwithasl.net/static/sign251.html","cow","jungle","bull","people","review","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:49:28 UTC 2014"
"3AJA9FLWSCYWV3WSM3FNIUH9M0BFIL","www.funwithasl.net/static/sign17.html","better","else","classroom","room","locker","A1S88VQY8G8CNC","Choice 2","Sat Jul 05 22:50:11 UTC 2014"
"3ZXNP4Z39RLL6BPSPNEOMIWK5GML71","www.funwithasl.net/static/sign92.html","compass","doctor","oath","old","piece","A2F7D8EOTB663","Choice 2","Sat Jul 05 22:50:50 UTC 2014"
